precinct,qualified_voters,count_voted,reported,no,yes,parish
00/78,1301,245,1,101,61,Ascension
Early Voting,NA,NA,1,2719,1850,Ascension
01/01,501,178,1,137,7,Assumption
01/02,1142,322,1,197,24,Assumption
01/03,106,21,1,9,6,Assumption
02/01,493,86,1,35,23,Assumption
02/03,523,72,1,36,15,Assumption
02/04,373,63,1,30,24,Assumption
02/05,232,47,1,16,12,Assumption
03/01,237,23,1,8,10,Assumption
03/02,983,108,1,37,53,Assumption
04/01,1227,347,1,223,31,Assumption
04/03,367,80,1,33,30,Assumption
04/04,161,54,1,37,3,Assumption
05/01,395,139,1,83,3,Assumption
05/02,682,124,1,60,12,Assumption
05/03,358,43,1,15,17,Assumption
05/05,28,0,1,0,0,Assumption
06/01,397,88,1,43,20,Assumption
06/01 A,439,107,1,62,14,Assumption
06/02,552,187,1,118,7,Assumption
06/03,335,120,1,82,5,Assumption
07/01,473,88,1,49,24,Assumption
07/01 A,480,109,1,58,27,Assumption
07/02,220,21,1,8,12,Assumption
07/03,346,45,1,17,21,Assumption
08/01,855,100,1,59,29,Assumption
08/01 A,627,89,1,51,29,Assumption
09/01,858,90,1,46,34,Assumption
09/01 A,719,104,1,45,32,Assumption
Early Voting,NA,NA,1,484,226,Assumption
01/01,912,129,1,39,65,Avoyelles
01/02,863,124,1,34,55,Avoyelles
01/03,846,94,1,25,47,Avoyelles
02/01,964,128,1,47,30,Avoyelles
02/02,359,53,1,13,25,Avoyelles
02/02A,383,65,1,32,10,Avoyelles
02/02C,684,121,1,47,31,Avoyelles
02/04,1138,187,1,92,31,Avoyelles
02/04A,840,141,1,50,28,Avoyelles
02/05,528,99,1,22,13,Avoyelles
02/07,372,63,1,45,4,Avoyelles
02/08,454,56,1,35,9,Avoyelles
03/01,978,256,1,154,53,Avoyelles
03/01A,498,76,1,30,23,Avoyelles
03/03,388,64,1,29,15,Avoyelles
04/01,483,59,1,25,21,Avoyelles
04/02,1240,127,1,53,48,Avoyelles
04/02A,780,110,1,29,50,Avoyelles
05/01A,371,47,1,15,20,Avoyelles
06/01,535,80,1,26,42,Avoyelles
06/02,320,41,1,14,13,Avoyelles
06/02A,264,23,1,1,17,Avoyelles
07/01,992,165,1,104,26,Avoyelles
07/02,438,46,1,14,26,Avoyelles
07/03,38,4,1,3,0,Avoyelles
08/01,153,37,1,13,19,Avoyelles
08/02,237,35,1,23,7,Avoyelles
08/03,574,92,1,17,62,Avoyelles
08/03A,771,129,1,35,83,Avoyelles
09/01,360,89,1,54,9,Avoyelles
09/02,134,40,1,19,17,Avoyelles
09/02A,287,64,1,25,26,Avoyelles
09/03,1036,191,1,78,59,Avoyelles
09/05,654,137,1,95,14,Avoyelles
10/02,891,147,1,94,20,Avoyelles
10/02A,489,131,1,45,60,Avoyelles
10/03A,244,47,1,24,22,Avoyelles
10/03B,160,31,1,13,10,Avoyelles
10/04,743,144,1,93,3,Avoyelles
11/01,657,163,1,101,24,Avoyelles
11/02,260,24,1,7,9,Avoyelles
Early Voting,NA,NA,1,424,514,Avoyelles
00/01,218,27,1,16,7,Beauregard
00/01A,224,45,1,26,12,Beauregard
00/02,80,15,1,10,3,Beauregard
00/03,285,57,1,21,17,Beauregard
00/04,664,68,1,29,29,Beauregard
00/05,715,104,1,58,27,Beauregard
00/06,496,84,1,37,23,Beauregard
00/07,259,46,1,21,9,Beauregard
00/09,721,89,1,27,44,Beauregard
00/10,602,96,1,58,31,Beauregard
00/11,500,51,1,30,9,Beauregard
00/11B,416,55,1,20,22,Beauregard
00/12,1450,124,1,50,54,Beauregard
00/12A,1504,182,1,77,79,Beauregard
00/13,804,99,1,30,44,Beauregard
00/14,546,93,1,33,37,Beauregard
00/14A,421,51,1,19,24,Beauregard
00/15,441,84,1,22,38,Beauregard
00/16,768,121,1,47,40,Beauregard
00/16A,844,166,1,47,51,Beauregard
00/17,626,86,1,17,40,Beauregard
00/17A,421,60,1,18,33,Beauregard
00/18,244,34,1,9,9,Beauregard
00/18A,78,6,1,0,0,Beauregard
00/19,278,40,1,13,17,Beauregard
00/20,1457,161,1,72,52,Beauregard
00/21,509,76,1,33,27,Beauregard
00/22,708,99,1,35,47,Beauregard
00/25,1679,566,1,97,106,Beauregard
00/25B,530,161,1,38,34,Beauregard
00/26,886,285,1,74,36,Beauregard
00/27,431,106,1,13,23,Beauregard
00/27A,585,85,1,27,28,Beauregard
00/27B,611,242,1,43,49,Beauregard
00/28,644,217,1,73,19,Beauregard
00/28A,348,159,1,37,24,Beauregard
00/30,1292,437,1,66,114,Beauregard
Early Voting,NA,NA,1,882,916,Beauregard
01/01,27,4,1,2,0,Bienville
01/02,728,155,1,67,13,Bienville
01/03,147,35,1,11,13,Bienville
01/04,66,21,1,8,9,Bienville
01/05,35,2,1,0,1,Bienville
01/06,246,74,1,39,17,Bienville
01/07,2,2,1,0,0,Bienville
02/01,597,101,1,50,7,Bienville
02/02,322,53,1,35,2,Bienville
02/03,413,99,1,52,6,Bienville
03/01,389,127,1,91,5,Bienville
03/02,364,110,1,74,11,Bienville
03/03,239,53,1,35,13,Bienville
03/04,89,25,1,13,5,Bienville
03/05,57,16,1,11,3,Bienville
03/06,236,45,1,19,14,Bienville
03/07,31,7,1,3,3,Bienville
04/01,529,97,1,66,9,Bienville
04/02,71,16,1,4,9,Bienville
04/03,626,97,1,35,38,Bienville
05/01,513,136,1,86,14,Bienville
05/02,420,98,1,29,39,Bienville
05/03,179,48,1,13,31,Bienville
05/04,24,9,1,5,4,Bienville
06/01,120,35,1,14,12,Bienville
06/02,258,26,1,13,11,Bienville
06/03,490,98,1,46,36,Bienville
06/04,285,64,1,41,9,Bienville
06/05,109,26,1,11,14,Bienville
07/01,247,74,1,48,12,Bienville
07/02,227,45,1,28,10,Bienville
07/03,256,50,1,27,14,Bienville
07/04,521,162,1,119,11,Bienville
Early Voting,NA,NA,1,303,199,Bienville
01/01,745,195,1,63,58,Bossier
01/02,1019,221,1,58,59,Bossier
01/03,884,233,1,95,66,Bossier
01/03A,1202,290,1,73,66,Bossier
01/03B,582,107,1,38,19,Bossier
01/04,1409,324,1,92,116,Bossier
01/05,558,109,1,34,38,Bossier
02/01,782,132,1,48,27,Bossier
02/01A,600,88,1,24,30,Bossier
02/02,1459,493,1,69,99,Bossier
02/03,714,70,1,25,9,Bossier
02/03A,881,121,1,58,20,Bossier
02/04 -1,794,262,1,57,65,Bossier
02/04 -2,695,214,1,39,64,Bossier
02/05A,382,54,1,16,13,Bossier
02/06,454,69,1,30,13,Bossier
02/07,832,213,1,46,51,Bossier
02/08,458,67,1,35,11,Bossier
02/09,846,153,1,66,34,Bossier
02/10,529,146,1,30,44,Bossier
02/11,707,83,1,40,4,Bossier
02/12A,1257,165,1,69,30,Bossier
02/12B,390,92,1,32,10,Bossier
02/13,636,94,1,49,19,Bossier
02/14,507,97,1,41,25,Bossier
02/15,923,128,1,58,12,Bossier
02/16,1187,212,1,83,44,Bossier
02/17A,349,63,1,29,10,Bossier
02/17B,617,80,1,44,12,Bossier
02/18B,1094,159,1,41,51,Bossier
02/18C -1,1059,154,1,40,45,Bossier
02/18C -2,1010,143,1,42,38,Bossier
02/18D,597,126,1,23,58,Bossier
02/18F,1119,157,1,33,71,Bossier
02/18G,1197,179,1,81,56,Bossier
02/18H,1084,143,1,59,40,Bossier
02/18I,1584,257,1,69,74,Bossier
02/19,1040,133,1,55,25,Bossier
02/20,714,126,1,37,37,Bossier
02/21A,1639,277,1,71,92,Bossier
02/21B,1586,328,1,120,92,Bossier
02/21C -1,1373,317,1,55,134,Bossier
02/21C -2,1123,298,1,61,117,Bossier
02/21D -1,1222,251,1,81,80,Bossier
02/21D -2,974,196,1,57,72,Bossier
02/21E,63,17,1,0,9,Bossier
02/22A -1,1266,174,1,35,70,Bossier
02/22A -2,958,126,1,23,47,Bossier
02/22B,1121,196,1,45,74,Bossier
02/22C,648,108,1,11,44,Bossier
02/23,311,32,1,16,4,Bossier
03/01,521,97,1,28,43,Bossier
03/02,582,118,1,38,46,Bossier
03/03,404,73,1,7,47,Bossier
03/04,1107,164,1,38,49,Bossier
04/01A,1200,176,1,35,74,Bossier
04/02,442,64,1,11,27,Bossier
04/02A,1269,249,1,52,132,Bossier
04/03A,1099,141,1,49,41,Bossier
04/03B,951,112,1,32,42,Bossier
04/03D,947,120,1,42,45,Bossier
04/04A -1,865,133,1,43,41,Bossier
04/04A -2,737,103,1,35,36,Bossier
04/04B -1,1119,186,1,68,65,Bossier
04/04B -2,1026,160,1,58,67,Bossier
04/05A,894,112,1,42,24,Bossier
04/06A -1,867,114,1,47,33,Bossier
04/06A -2,931,117,1,61,32,Bossier
04/06B,1457,189,1,75,64,Bossier
04/07A,1000,134,1,34,43,Bossier
04/07B,665,89,1,26,36,Bossier
04/08A,1491,279,1,106,85,Bossier
04/08B -1,1114,258,1,75,82,Bossier
04/08B -2,775,148,1,43,55,Bossier
04/08C,634,89,1,37,11,Bossier
04/08D,301,40,1,14,11,Bossier
04/08E,643,95,1,14,56,Bossier
04/08G,768,241,1,54,71,Bossier
04/09,1326,218,1,69,69,Bossier
04/10 -1,907,209,1,54,62,Bossier
04/10 -2,683,128,1,40,34,Bossier
04/11A,1175,161,1,38,65,Bossier
04/11B -1,967,144,1,50,41,Bossier
04/11B -2,1016,175,1,48,61,Bossier
04/11C,669,91,1,42,27,Bossier
Early Voting,NA,NA,1,1822,3174,Bossier
00/01-01,391,71,1,24,37,Caddo
00/01-02,466,77,1,25,35,Caddo
00/01-03,1557,212,1,74,93,Caddo
00/01-04,1200,163,1,87,55,Caddo
00/01-05,216,47,1,8,33,Caddo
00/01-06,167,42,1,16,21,Caddo
00/01-07,965,190,1,79,92,Caddo
00/01-08,592,148,1,53,66,Caddo
00/01-09,1691,328,1,95,173,Caddo
00/01-10,1414,201,1,59,99,Caddo
00/01-11,655,72,1,14,37,Caddo
00/01-12,2112,375,1,135,138,Caddo
00/01-13,592,134,1,46,52,Caddo
00/01-14,1113,156,1,51,78,Caddo
00/02-01,1634,271,1,138,49,Caddo
00/02-02,320,50,1,10,26,Caddo
00/02-03,1488,307,1,155,50,Caddo
00/02-04,804,116,1,36,45,Caddo
00/02-05,1660,253,1,154,26,Caddo
00/02-06,755,151,1,120,10,Caddo
00/02-07,1322,269,1,98,104,Caddo
00/02-08,1450,309,1,194,35,Caddo
00/02-09,598,144,1,86,10,Caddo
00/02-10,1388,295,1,160,16,Caddo
00/02-11,1059,287,1,152,24,Caddo
00/02-12,489,138,1,73,12,Caddo
00/03-01,1046,226,1,119,54,Caddo
00/03-02,1846,384,1,249,33,Caddo
00/03-03,441,17,1,13,1,Caddo
00/03-04,521,85,1,47,8,Caddo
00/03-05,826,129,1,69,16,Caddo
00/03-06,637,93,1,55,8,Caddo
00/03-07,1624,231,1,140,21,Caddo
00/03-08,1396,228,1,121,50,Caddo
00/03-09,2027,286,1,171,39,Caddo
00/04-01,1321,189,1,102,30,Caddo
00/04-02,1243,160,1,88,22,Caddo
00/04-03,1022,238,1,123,57,Caddo
00/04-04,2070,384,1,193,103,Caddo
00/04-05,1614,409,1,156,145,Caddo
00/04-06,602,152,1,63,57,Caddo
00/04-07,2041,303,1,146,79,Caddo
00/04-08,931,208,1,68,84,Caddo
00/04-09,1505,370,1,95,144,Caddo
00/04-10,1939,468,1,148,212,Caddo
00/05-01,794,134,1,73,10,Caddo
00/05-02,1514,299,1,160,28,Caddo
00/05-03,700,125,1,75,13,Caddo
00/05-04,795,117,1,74,17,Caddo
00/05-05,1445,429,1,245,48,Caddo
00/05-06,1007,115,1,63,18,Caddo
00/05-07,815,113,1,64,13,Caddo
00/05-08,1430,173,1,112,12,Caddo
00/05-09,939,179,1,115,17,Caddo
00/05-10,773,172,1,58,70,Caddo
00/05-11,1305,233,1,146,22,Caddo
00/06-01,1001,257,1,94,103,Caddo
00/06-02,907,159,1,121,10,Caddo
00/06-03,717,121,1,74,20,Caddo
00/06-04,1069,151,1,106,18,Caddo
00/06-05,755,98,1,53,12,Caddo
00/06-06,1282,266,1,142,17,Caddo
00/06-07,1176,331,1,214,22,Caddo
00/06-08,2217,458,1,245,50,Caddo
00/06-09,1784,340,1,188,49,Caddo
00/06-10,589,145,1,84,16,Caddo
00/07-01,612,151,1,68,31,Caddo
00/07-02,1248,346,1,157,70,Caddo
00/07-03,1275,199,1,125,22,Caddo
00/07-04,1109,238,1,143,8,Caddo
00/07-05,708,181,1,115,11,Caddo
00/07-06,1489,259,1,155,31,Caddo
00/07-07,928,169,1,87,13,Caddo
00/07-08,1963,328,1,205,26,Caddo
00/07-09,1645,321,1,220,18,Caddo
00/07-10,1740,373,1,221,38,Caddo
00/08-01,791,231,1,92,94,Caddo
00/08-02,1318,240,1,96,70,Caddo
00/08-03,1930,523,1,114,190,Caddo
00/08-04,1764,403,1,136,104,Caddo
00/08-05,1522,407,1,127,165,Caddo
00/08-06,1093,185,1,86,43,Caddo
00/08-07,1581,349,1,87,120,Caddo
00/08-08,1244,190,1,96,51,Caddo
00/08-09,1073,209,1,85,60,Caddo
00/09-01,1557,372,1,106,116,Caddo
00/09-02,932,220,1,75,79,Caddo
00/09-03,845,207,1,33,61,Caddo
00/09-04,551,113,1,38,43,Caddo
00/09-05,666,132,1,30,67,Caddo
00/09-06,1008,215,1,112,49,Caddo
00/09-07,1566,353,1,55,163,Caddo
00/09-08,1935,498,1,93,213,Caddo
00/09-09,1742,405,1,88,180,Caddo
00/09-10,589,129,1,18,56,Caddo
00/09-11,1649,362,1,81,172,Caddo
00/09-12,1946,434,1,106,199,Caddo
00/09-13,387,84,1,21,49,Caddo
00/10-01,872,236,1,139,16,Caddo
00/10-02,1063,307,1,116,108,Caddo
00/10-03,1164,184,1,116,11,Caddo
00/10-04,1057,280,1,178,19,Caddo
00/10-05,1333,311,1,202,23,Caddo
00/10-06,1352,279,1,118,36,Caddo
00/10-07,1953,354,1,162,49,Caddo
00/10-08,1022,239,1,107,47,Caddo
00/10-09,1094,190,1,84,36,Caddo
00/11-01,760,159,1,80,36,Caddo
00/11-02,1298,242,1,108,34,Caddo
00/11-03,1096,250,1,103,65,Caddo
00/11-04,1419,368,1,144,47,Caddo
00/11-05,1642,488,1,167,106,Caddo
00/11-06,1714,324,1,146,88,Caddo
00/11-07,1172,337,1,102,104,Caddo
00/11-08,1508,332,1,107,93,Caddo
00/11-09,1898,387,1,110,158,Caddo
00/11-10,1525,296,1,90,123,Caddo
00/12-01,370,71,1,15,29,Caddo
00/12-02,1939,475,1,219,60,Caddo
00/12-03,774,151,1,56,47,Caddo
00/12-04,1813,614,1,291,51,Caddo
00/12-05,1210,340,1,199,32,Caddo
00/12-06,592,139,1,80,20,Caddo
00/12-07,947,146,1,32,51,Caddo
00/12-08,1527,347,1,129,64,Caddo
00/12-09,1453,327,1,162,34,Caddo
00/12-10,1355,265,1,156,24,Caddo
00/12-11,899,274,1,146,20,Caddo
Early Voting,NA,NA,1,5091,4562,Caddo
00/160E,1080,166,1,73,42,Calcasieu
00/160W,895,144,1,51,49,Calcasieu
00/161,821,134,1,69,39,Calcasieu
00/162E,1956,273,1,100,82,Calcasieu
00/162W,1372,210,1,107,30,Calcasieu
00/163,1769,270,1,94,72,Calcasieu
00/164,768,118,1,57,27,Calcasieu
00/165,1816,264,1,96,53,Calcasieu
00/166E,1226,218,1,76,55,Calcasieu
00/166W,1393,200,1,88,43,Calcasieu
00/167,1419,202,1,62,40,Calcasieu
00/260,1486,190,1,96,71,Calcasieu
00/261,417,75,1,36,25,Calcasieu
00/262,445,60,1,28,21,Calcasieu
00/300,1343,395,1,239,41,Calcasieu
00/301,1126,462,1,269,31,Calcasieu
00/302,475,98,1,38,14,Calcasieu
00/303,410,129,1,84,18,Calcasieu
00/304,805,214,1,132,30,Calcasieu
00/305,858,290,1,176,35,Calcasieu
00/306,1451,563,1,216,154,Calcasieu
00/307,427,127,1,68,9,Calcasieu
00/308,802,226,1,159,12,Calcasieu
00/309E,263,68,1,42,5,Calcasieu
00/309W,738,228,1,132,24,Calcasieu
00/310,684,259,1,125,39,Calcasieu
00/311,413,140,1,95,12,Calcasieu
00/312,1557,490,1,301,49,Calcasieu
00/313E,93,8,1,5,0,Calcasieu
00/313W,354,115,1,73,9,Calcasieu
00/314,939,334,1,135,70,Calcasieu
00/315E,920,310,1,208,33,Calcasieu
00/315W,472,213,1,103,33,Calcasieu
00/316E,465,88,1,36,22,Calcasieu
00/316W,302,48,1,27,5,Calcasieu
00/317,1001,248,1,121,51,Calcasieu
00/318,704,158,1,76,27,Calcasieu
00/319N,280,61,1,34,10,Calcasieu
00/319S,389,66,1,28,16,Calcasieu
00/320E,532,188,1,123,15,Calcasieu
00/320W,630,196,1,122,27,Calcasieu
00/321,737,246,1,171,30,Calcasieu
00/322,896,307,1,183,50,Calcasieu
00/323,588,293,1,169,32,Calcasieu
00/324,941,297,1,171,26,Calcasieu
00/325,1111,456,1,155,155,Calcasieu
00/326,1062,398,1,147,136,Calcasieu
00/327,426,103,1,54,25,Calcasieu
00/328,1375,403,1,222,73,Calcasieu
00/329,1311,292,1,176,31,Calcasieu
00/330,1384,272,1,173,22,Calcasieu
00/331,743,271,1,96,87,Calcasieu
00/332N,596,119,1,60,29,Calcasieu
00/332S,635,137,1,54,31,Calcasieu
00/333,2107,782,1,298,265,Calcasieu
00/334,988,298,1,115,92,Calcasieu
00/335,621,197,1,77,63,Calcasieu
00/336,1866,456,1,190,129,Calcasieu
00/337,716,263,1,131,74,Calcasieu
00/338,1111,366,1,181,98,Calcasieu
00/339,1555,505,1,215,168,Calcasieu
00/340,1288,283,1,105,96,Calcasieu
00/360,411,54,1,25,17,Calcasieu
00/361,1057,197,1,144,12,Calcasieu
00/362,1098,281,1,103,76,Calcasieu
00/363,1941,717,1,186,254,Calcasieu
00/364,2369,680,1,376,110,Calcasieu
00/365,1939,574,1,182,227,Calcasieu
00/366,976,187,1,93,53,Calcasieu
00/367,931,136,1,66,46,Calcasieu
00/368,1933,363,1,135,127,Calcasieu
00/369,1770,313,1,137,106,Calcasieu
00/370,1335,272,1,147,54,Calcasieu
00/371N,986,211,1,110,41,Calcasieu
00/371S,1751,219,1,95,79,Calcasieu
00/372,1376,224,1,95,84,Calcasieu
00/400,1602,148,1,49,33,Calcasieu
00/401,1083,107,1,43,28,Calcasieu
00/402,776,92,1,41,14,Calcasieu
00/403,1105,180,1,86,45,Calcasieu
00/404,1839,282,1,108,72,Calcasieu
00/405,2215,400,1,174,114,Calcasieu
00/406,1146,142,1,55,35,Calcasieu
00/407,1123,186,1,71,48,Calcasieu
00/408,1097,181,1,70,61,Calcasieu
00/440,1506,185,1,99,40,Calcasieu
00/441,1211,145,1,67,34,Calcasieu
00/460E,506,58,1,23,17,Calcasieu
00/460W,1120,161,1,77,47,Calcasieu
00/461,1130,134,1,52,36,Calcasieu
00/463,2181,261,1,127,66,Calcasieu
00/464,1350,203,1,87,58,Calcasieu
00/465,627,93,1,33,34,Calcasieu
00/466E,1664,205,1,80,58,Calcasieu
00/466W,1557,209,1,84,77,Calcasieu
00/467,2191,183,1,89,53,Calcasieu
00/468,1102,143,1,41,57,Calcasieu
00/469,884,112,1,37,44,Calcasieu
00/560,720,83,1,61,10,Calcasieu
00/561,643,75,1,46,14,Calcasieu
00/562,372,28,1,11,12,Calcasieu
00/600,475,81,1,53,17,Calcasieu
00/601,507,52,1,30,14,Calcasieu
00/602,432,76,1,33,30,Calcasieu
00/603,397,60,1,48,6,Calcasieu
00/660,1161,183,1,112,45,Calcasieu
00/661,580,75,1,54,11,Calcasieu
00/662,570,75,1,37,27,Calcasieu
00/663,378,47,1,20,14,Calcasieu
00/664,1058,101,1,41,23,Calcasieu
00/700,538,161,1,67,68,Calcasieu
00/701,281,68,1,31,20,Calcasieu
00/702,544,162,1,69,76,Calcasieu
00/703,435,126,1,44,60,Calcasieu
00/760,661,50,1,14,26,Calcasieu
00/761,604,58,1,17,29,Calcasieu
00/762,423,55,1,23,25,Calcasieu
00/800,1040,146,1,85,17,Calcasieu
00/801,984,137,1,57,31,Calcasieu
00/860N,1188,124,1,59,48,Calcasieu
00/860S,1286,194,1,93,54,Calcasieu
00/861E,994,124,1,62,30,Calcasieu
00/861W,801,142,1,88,13,Calcasieu
Early Voting,NA,NA,1,3957,2982,Calcasieu
01/01,245,52,1,14,12,Caldwell
01/02,594,102,1,46,28,Caldwell
02/01,363,69,1,35,14,Caldwell
02/02,385,62,1,22,27,Caldwell
02/03,150,36,1,13,5,Caldwell
03/01,159,18,1,7,8,Caldwell
03/02,521,99,1,49,19,Caldwell
03/03,220,49,1,18,14,Caldwell
04/01,142,39,1,20,3,Caldwell
04/02,551,69,1,37,7,Caldwell
05/01,291,60,1,28,23,Caldwell
05/02,274,69,1,28,21,Caldwell
05/03,336,54,1,27,13,Caldwell
06/01,450,55,1,26,13,Caldwell
06/02,125,20,1,12,2,Caldwell
06/03,289,44,1,21,11,Caldwell
07/01,482,93,1,34,13,Caldwell
07/02,313,40,1,18,11,Caldwell
07/03,124,19,1,12,0,Caldwell
Early Voting,NA,NA,1,165,164,Caldwell
00/01,257,29,1,1,22,Cameron
00/04,787,96,1,29,40,Cameron
00/05N,458,49,1,19,15,Cameron
00/05S,552,73,1,13,20,Cameron
00/08,43,4,1,2,2,Cameron
00/09,138,26,1,7,16,Cameron
00/13,321,43,1,6,23,Cameron
00/15,231,14,1,1,6,Cameron
00/16A,721,80,1,23,27,Cameron
00/16B,742,105,1,23,47,Cameron
00/17,174,37,1,9,16,Cameron
Early Voting,NA,NA,1,74,109,Cameron
01/1,329,64,1,21,26,Catahoula
01/1A,3,2,1,0,0,Catahoula
01/2,250,66,1,30,12,Catahoula
01/3,13,1,1,0,0,Catahoula
01/4,106,24,1,10,6,Catahoula
02/1,250,65,1,51,6,Catahoula
02/1A,50,14,1,7,4,Catahoula
02/2,350,73,1,23,35,Catahoula
03/1,260,46,1,25,13,Catahoula
03/2,444,93,1,37,34,Catahoula
04/1,247,48,1,20,18,Catahoula
04/2,505,109,1,30,36,Catahoula
05/1,754,103,1,47,24,Catahoula
06/1,506,97,1,50,21,Catahoula
06/2,99,26,1,17,4,Catahoula
06/3,41,4,1,0,2,Catahoula
06/3A,59,12,1,9,2,Catahoula
06/5,53,11,1,5,1,Catahoula
06/5A,14,3,1,1,2,Catahoula
