precinct,qualified_voters,count_voted,reported,no,yes,parish
00/49A,297,53,1,10,24,De Soto
00/51,239,69,1,15,43,De Soto
00/53,217,33,1,8,16,De Soto
00/55,256,71,1,28,23,De Soto
00/56,252,53,1,26,19,De Soto
00/59,489,108,1,56,8,De Soto
00/60,431,89,1,48,6,De Soto
00/60A,20,6,1,0,0,De Soto
00/63,666,139,1,57,5,De Soto
00/63A,194,42,1,18,0,De Soto
Early Voting,NA,NA,1,796,971,De Soto
01/001,1225,339,1,189,29,East Baton Rouge
01/002 A,707,63,1,43,1,East Baton Rouge
01/002 B,689,58,1,35,2,East Baton Rouge
01/003,440,104,1,72,8,East Baton Rouge
01/004,432,97,1,72,1,East Baton Rouge
01/005 A,830,140,1,99,7,East Baton Rouge
01/005 B,944,182,1,134,6,East Baton Rouge
01/006,679,112,1,90,4,East Baton Rouge
01/007,896,325,1,228,20,East Baton Rouge
01/008,849,286,1,182,30,East Baton Rouge
01/009,1070,323,1,199,24,East Baton Rouge
01/010 A,488,122,1,91,11,East Baton Rouge
01/010 B,399,91,1,62,3,East Baton Rouge
01/011,1112,259,1,175,6,East Baton Rouge
01/012 A,764,194,1,105,34,East Baton Rouge
01/012 B,539,127,1,57,32,East Baton Rouge
01/013,659,86,1,68,3,East Baton Rouge
01/014 A,648,188,1,145,9,East Baton Rouge
01/014 B,580,142,1,117,8,East Baton Rouge
01/015 A,725,183,1,134,4,East Baton Rouge
01/015 B,699,178,1,130,3,East Baton Rouge
01/016,754,127,1,96,11,East Baton Rouge
01/017,387,74,1,54,1,East Baton Rouge
01/018,468,74,1,59,1,East Baton Rouge
01/019,533,101,1,82,4,East Baton Rouge
01/020 A,786,189,1,151,8,East Baton Rouge
01/020 B,783,181,1,135,5,East Baton Rouge
01/021,467,81,1,63,7,East Baton Rouge
01/022,499,83,1,66,3,East Baton Rouge
01/023,969,144,1,114,8,East Baton Rouge
01/024,1069,188,1,124,10,East Baton Rouge
01/025,1158,247,1,183,11,East Baton Rouge
01/026,748,126,1,108,3,East Baton Rouge
01/027,1013,244,1,178,6,East Baton Rouge
01/028,1032,239,1,184,12,East Baton Rouge
01/029,914,216,1,166,11,East Baton Rouge
01/030,837,168,1,133,6,East Baton Rouge
01/031 A,766,163,1,137,4,East Baton Rouge
01/031 B,833,157,1,121,6,East Baton Rouge
01/032 A,566,128,1,98,5,East Baton Rouge
01/032 B,564,137,1,110,5,East Baton Rouge
01/033,805,221,1,138,17,East Baton Rouge
01/034 A,752,210,1,103,54,East Baton Rouge
01/034 B,784,212,1,99,66,East Baton Rouge
01/035,888,256,1,162,36,East Baton Rouge
01/036,1137,309,1,226,16,East Baton Rouge
01/037 A,839,189,1,126,6,East Baton Rouge
01/037 B,647,152,1,104,10,East Baton Rouge
01/038 A,607,178,1,123,5,East Baton Rouge
01/038 B,532,136,1,96,6,East Baton Rouge
01/039,977,263,1,144,67,East Baton Rouge
01/040,930,271,1,174,28,East Baton Rouge
01/041 A,655,200,1,111,49,East Baton Rouge
01/041 B,681,167,1,78,53,East Baton Rouge
01/042 A,939,285,1,134,70,East Baton Rouge
01/042 B,963,285,1,151,51,East Baton Rouge
01/043,1209,331,1,178,63,East Baton Rouge
01/044,1186,117,1,64,14,East Baton Rouge
01/045,451,107,1,79,6,East Baton Rouge
01/046,191,14,1,11,0,East Baton Rouge
01/047 A,967,308,1,141,62,East Baton Rouge
01/047 B,1129,334,1,155,63,East Baton Rouge
01/048 A,885,246,1,124,50,East Baton Rouge
01/048 B,896,271,1,120,65,East Baton Rouge
01/049 A,781,217,1,110,42,East Baton Rouge
01/049 B,598,167,1,69,40,East Baton Rouge
01/050,929,227,1,165,6,East Baton Rouge
01/051,618,140,1,109,9,East Baton Rouge
01/052 A,758,229,1,138,42,East Baton Rouge
01/052 B,752,217,1,135,28,East Baton Rouge
01/053 A,536,161,1,91,29,East Baton Rouge
01/053 B,566,171,1,93,27,East Baton Rouge
01/054,1028,371,1,278,11,East Baton Rouge
01/055 A,585,191,1,110,33,East Baton Rouge
01/055 B,679,205,1,116,30,East Baton Rouge
01/056,1265,353,1,165,81,East Baton Rouge
01/057,788,186,1,104,15,East Baton Rouge
01/058 A,728,140,1,113,8,East Baton Rouge
01/058 B,598,117,1,93,7,East Baton Rouge
01/059,571,126,1,91,7,East Baton Rouge
01/060 A,726,186,1,103,20,East Baton Rouge
01/060 B,828,217,1,121,26,East Baton Rouge
01/061,1288,240,1,198,6,East Baton Rouge
01/062,963,275,1,202,9,East Baton Rouge
01/063 A,511,99,1,77,4,East Baton Rouge
01/063 B,486,91,1,69,4,East Baton Rouge
01/064,726,237,1,157,19,East Baton Rouge
01/065,859,184,1,119,22,East Baton Rouge
01/066 A,904,202,1,81,23,East Baton Rouge
01/066 B,812,170,1,88,19,East Baton Rouge
01/067,538,127,1,95,6,East Baton Rouge
01/068,406,125,1,106,2,East Baton Rouge
01/069 A,990,246,1,87,21,East Baton Rouge
01/069 B,958,252,1,103,42,East Baton Rouge
01/070 A,927,394,1,270,20,East Baton Rouge
01/070 B,815,338,1,233,17,East Baton Rouge
01/071 A,785,241,1,131,24,East Baton Rouge
01/071 B,757,232,1,137,23,East Baton Rouge
01/072 A,879,233,1,118,26,East Baton Rouge
01/072 B,879,211,1,103,30,East Baton Rouge
01/073 A,890,301,1,165,28,East Baton Rouge
01/073 B,909,317,1,160,28,East Baton Rouge
01/074 A,658,194,1,113,48,East Baton Rouge
01/074 B,687,204,1,96,44,East Baton Rouge
01/075 A,741,247,1,102,49,East Baton Rouge
01/075 B,598,208,1,109,40,East Baton Rouge
01/076,1449,83,1,54,6,East Baton Rouge
01/077 A,936,294,1,210,5,East Baton Rouge
01/077 B,852,276,1,216,8,East Baton Rouge
01/078 A,676,175,1,125,3,East Baton Rouge
01/078 B,591,135,1,91,3,East Baton Rouge
01/079,1298,273,1,120,55,East Baton Rouge
01/080 A,1190,225,1,106,32,East Baton Rouge
01/080 B,1115,236,1,115,46,East Baton Rouge
01/081 A,658,105,1,67,7,East Baton Rouge
01/081 B,572,79,1,39,8,East Baton Rouge
01/082 A,821,318,1,224,15,East Baton Rouge
01/082 B,767,283,1,198,11,East Baton Rouge
01/083 A,563,116,1,82,10,East Baton Rouge
01/083 B,592,111,1,84,9,East Baton Rouge
01/084,1101,263,1,166,9,East Baton Rouge
01/085 A,1031,226,1,177,6,East Baton Rouge
01/085 B,904,161,1,119,7,East Baton Rouge
01/086 A,711,190,1,117,3,East Baton Rouge
01/086 B,727,192,1,120,3,East Baton Rouge
01/087 A,867,256,1,151,20,East Baton Rouge
01/087 B,971,242,1,147,21,East Baton Rouge
01/088,817,102,1,76,4,East Baton Rouge
01/089,1022,293,1,122,53,East Baton Rouge
01/090 A,943,258,1,129,32,East Baton Rouge
01/090 B,936,235,1,98,35,East Baton Rouge
01/091 A,436,96,1,64,6,East Baton Rouge
01/091 B,514,99,1,71,5,East Baton Rouge
01/092 A,440,119,1,77,6,East Baton Rouge
01/092 B,330,81,1,53,2,East Baton Rouge
01/093,403,80,1,54,1,East Baton Rouge
01/094,636,144,1,101,4,East Baton Rouge
01/095 A,706,168,1,122,9,East Baton Rouge
01/095 B,637,175,1,121,8,East Baton Rouge
01/096,1324,325,1,219,26,East Baton Rouge
01/097,708,209,1,143,12,East Baton Rouge
01/098 A,1240,326,1,173,58,East Baton Rouge
01/098 B,1168,314,1,176,50,East Baton Rouge
01/099 A,1106,320,1,160,57,East Baton Rouge
01/099 B,1100,302,1,144,59,East Baton Rouge
01/100 A,1059,26,1,22,0,East Baton Rouge
01/100 B,1120,30,1,20,1,East Baton Rouge
01/101 A,359,136,1,77,13,East Baton Rouge
01/101 B,343,107,1,65,4,East Baton Rouge
01/102,1506,142,1,90,7,East Baton Rouge
01/103 A,693,202,1,80,41,East Baton Rouge
01/103 B,705,175,1,69,33,East Baton Rouge
01/104 A,888,202,1,127,6,East Baton Rouge
01/104 B,830,176,1,116,7,East Baton Rouge
01/105,1370,316,1,94,90,East Baton Rouge
01/106,1169,360,1,135,136,East Baton Rouge
01/107,976,257,1,159,22,East Baton Rouge
02/001 A,988,255,1,183,8,East Baton Rouge
02/001 B,957,255,1,201,6,East Baton Rouge
02/002 A,747,281,1,186,9,East Baton Rouge
02/002 B,755,246,1,161,10,East Baton Rouge
02/003,812,229,1,151,21,East Baton Rouge
02/004,1327,324,1,191,11,East Baton Rouge
02/005,1317,274,1,169,23,East Baton Rouge
02/006 A,1025,211,1,96,35,East Baton Rouge
02/006 B,991,180,1,82,43,East Baton Rouge
02/007 A,866,171,1,73,41,East Baton Rouge
02/007 B,885,179,1,65,54,East Baton Rouge
02/008,1213,198,1,59,62,East Baton Rouge
02/009 A,455,160,1,64,6,East Baton Rouge
02/009 B,481,168,1,93,3,East Baton Rouge
02/010 A,682,243,1,155,20,East Baton Rouge
02/010 B,619,226,1,139,18,East Baton Rouge
02/011,842,247,1,176,14,East Baton Rouge
02/012 A,951,303,1,189,17,East Baton Rouge
02/012 B,870,285,1,191,23,East Baton Rouge
02/013 A,522,139,1,89,9,East Baton Rouge
02/013 B,530,155,1,103,14,East Baton Rouge
02/014 A,723,193,1,107,8,East Baton Rouge
02/014 B,654,180,1,110,8,East Baton Rouge
02/015,669,205,1,134,23,East Baton Rouge
02/016 A,686,233,1,160,6,East Baton Rouge
02/016 B,570,193,1,142,4,East Baton Rouge
02/017 A,691,138,1,99,5,East Baton Rouge
02/017 B,586,112,1,75,5,East Baton Rouge
02/018 A,820,184,1,117,22,East Baton Rouge
02/018 B,740,184,1,96,30,East Baton Rouge
02/019,704,183,1,112,5,East Baton Rouge
02/020,430,110,1,79,3,East Baton Rouge
02/021,1703,402,1,226,48,East Baton Rouge
02/022 A,602,167,1,114,3,East Baton Rouge
02/022 B,609,150,1,91,4,East Baton Rouge
02/023 A,611,169,1,134,4,East Baton Rouge
02/023 B,613,183,1,132,7,East Baton Rouge
02/024,658,215,1,155,6,East Baton Rouge
02/025 A,1102,285,1,169,13,East Baton Rouge
02/025 B,1014,286,1,160,18,East Baton Rouge
02/026,1181,287,1,162,34,East Baton Rouge
02/027 A,727,275,1,164,9,East Baton Rouge
02/027 B,686,266,1,158,12,East Baton Rouge
02/028,2021,524,1,326,28,East Baton Rouge
02/029,1004,296,1,158,25,East Baton Rouge
02/030 A,1034,331,1,226,8,East Baton Rouge
02/030 B,870,275,1,202,7,East Baton Rouge
02/031,530,105,1,60,3,East Baton Rouge
02/032,1790,472,1,255,52,East Baton Rouge
02/033,1372,258,1,73,74,East Baton Rouge
02/034,1379,433,1,280,23,East Baton Rouge
02/035,915,198,1,82,46,East Baton Rouge
02/036 A,912,272,1,171,36,East Baton Rouge
02/036 B,850,221,1,131,39,East Baton Rouge
02/037,1163,385,1,258,13,East Baton Rouge
02/038,1234,386,1,245,29,East Baton Rouge
03/001 A,1100,278,1,104,67,East Baton Rouge
03/001 B,1052,209,1,53,70,East Baton Rouge
03/002 A,836,172,1,64,41,East Baton Rouge
03/002 B,772,184,1,66,34,East Baton Rouge
03/003 A,1023,380,1,133,121,East Baton Rouge
03/003 B,1144,444,1,163,141,East Baton Rouge
03/004 A,835,294,1,140,71,East Baton Rouge
03/004 B,888,266,1,122,63,East Baton Rouge
03/005,2045,208,1,139,7,East Baton Rouge
03/006 A,679,135,1,43,43,East Baton Rouge
03/006 B,752,130,1,37,42,East Baton Rouge
03/007 A,850,297,1,121,90,East Baton Rouge
03/007 B,983,330,1,130,80,East Baton Rouge
03/008,1176,259,1,164,26,East Baton Rouge
03/009 A,828,183,1,53,52,East Baton Rouge
03/009 B,810,165,1,56,41,East Baton Rouge
03/010,1302,312,1,148,59,East Baton Rouge
03/011,717,90,1,59,2,East Baton Rouge
03/012 A,723,189,1,126,13,East Baton Rouge
03/012 B,820,204,1,133,22,East Baton Rouge
03/013,1149,461,1,194,102,East Baton Rouge
03/014 A,437,84,1,34,25,East Baton Rouge
03/014 B,457,81,1,53,9,East Baton Rouge
03/015 A,901,290,1,116,77,East Baton Rouge
03/015 B,975,338,1,151,99,East Baton Rouge
03/016,1147,471,1,137,144,East Baton Rouge
03/017 A,806,287,1,120,83,East Baton Rouge
03/017 B,739,272,1,104,92,East Baton Rouge
03/018 A,900,271,1,141,42,East Baton Rouge
03/018 B,879,227,1,111,44,East Baton Rouge
03/019 A,1002,385,1,74,169,East Baton Rouge
03/019 B,1174,429,1,107,171,East Baton Rouge
03/020 A,881,200,1,141,3,East Baton Rouge
03/020 B,756,152,1,111,9,East Baton Rouge
03/021 A,1195,237,1,145,28,East Baton Rouge
03/021 B,1114,217,1,120,30,East Baton Rouge
03/022,1385,437,1,131,160,East Baton Rouge
03/023 A,1030,302,1,134,52,East Baton Rouge
03/023 B,929,220,1,112,37,East Baton Rouge
03/024 A,1006,423,1,277,10,East Baton Rouge
03/024 B,1043,406,1,272,6,East Baton Rouge
03/025 A,862,158,1,62,41,East Baton Rouge
03/025 B,776,142,1,60,36,East Baton Rouge
03/026 A,1179,276,1,112,88,East Baton Rouge
03/026 B,1081,229,1,108,71,East Baton Rouge
03/027 A,998,235,1,110,25,East Baton Rouge
03/027 B,1018,226,1,102,24,East Baton Rouge
03/028 A,837,272,1,168,19,East Baton Rouge
03/028 B,886,242,1,131,29,East Baton Rouge
03/029 A,640,214,1,81,43,East Baton Rouge
03/029 B,626,194,1,59,49,East Baton Rouge
03/030 A,1106,222,1,89,40,East Baton Rouge
03/030 B,1053,232,1,85,50,East Baton Rouge
03/031 A,781,182,1,52,49,East Baton Rouge
03/031 B,753,192,1,72,30,East Baton Rouge
03/032,1139,341,1,209,40,East Baton Rouge
03/033 A,1042,326,1,159,78,East Baton Rouge
03/033 B,1051,321,1,155,74,East Baton Rouge
03/034 A,1008,291,1,120,82,East Baton Rouge
03/034 B,880,232,1,96,47,East Baton Rouge
03/035 A,949,309,1,113,78,East Baton Rouge
03/035 B,936,286,1,92,98,East Baton Rouge
03/036,1383,437,1,162,110,East Baton Rouge
03/037,848,178,1,83,42,East Baton Rouge
03/038,1082,368,1,118,101,East Baton Rouge
03/039,747,134,1,60,10,East Baton Rouge
03/040 A,952,326,1,112,105,East Baton Rouge
03/040 B,910,335,1,120,103,East Baton Rouge
03/041 A,1192,500,1,181,119,East Baton Rouge
03/041 B,1078,415,1,152,117,East Baton Rouge
03/042,1159,397,1,255,6,East Baton Rouge
03/043 A,601,238,1,80,97,East Baton Rouge
03/043 B,529,214,1,84,77,East Baton Rouge
03/044 A,741,192,1,140,5,East Baton Rouge
03/044 B,689,163,1,125,6,East Baton Rouge
03/045 A,699,231,1,103,67,East Baton Rouge
03/045 B,736,239,1,97,65,East Baton Rouge
03/046,1167,279,1,100,92,East Baton Rouge
03/047 A,1133,351,1,120,111,East Baton Rouge
03/047 B,1076,362,1,129,125,East Baton Rouge
03/048 A,930,265,1,99,83,East Baton Rouge
03/048 B,843,288,1,109,92,East Baton Rouge
03/049 A,791,280,1,112,44,East Baton Rouge
03/049 B,769,287,1,114,58,East Baton Rouge
03/050 A,988,168,1,83,38,East Baton Rouge
03/050 B,867,146,1,80,29,East Baton Rouge
03/051,898,233,1,56,30,East Baton Rouge
03/052 A,920,201,1,94,34,East Baton Rouge
03/052 B,891,201,1,86,20,East Baton Rouge
03/053 A,577,195,1,78,49,East Baton Rouge
03/053 B,592,199,1,93,45,East Baton Rouge
03/054,382,70,1,56,2,East Baton Rouge
03/055 A,825,283,1,171,15,East Baton Rouge
03/055 B,757,250,1,159,6,East Baton Rouge
03/056,1777,535,1,247,148,East Baton Rouge
03/057,1525,179,1,112,16,East Baton Rouge
03/058,979,325,1,148,41,East Baton Rouge
03/059,1620,487,1,233,73,East Baton Rouge
03/060 A,853,309,1,107,80,East Baton Rouge
03/060 B,851,239,1,85,60,East Baton Rouge
03/061,1577,275,1,95,80,East Baton Rouge
03/062,862,294,1,52,116,East Baton Rouge
03/063,1130,319,1,170,79,East Baton Rouge
03/064,913,326,1,135,76,East Baton Rouge
03/065,1554,338,1,167,68,East Baton Rouge
03/066,1460,426,1,176,122,East Baton Rouge
03/067,1413,524,1,140,169,East Baton Rouge
03/068,990,372,1,106,104,East Baton Rouge
03/069 A,909,179,1,91,27,East Baton Rouge
03/069 B,975,186,1,97,40,East Baton Rouge
03/070,1073,326,1,153,97,East Baton Rouge
03/071,995,403,1,120,112,East Baton Rouge
03/072,1229,308,1,194,40,East Baton Rouge
03/073 A,658,227,1,64,75,East Baton Rouge
03/073 B,783,227,1,105,50,East Baton Rouge
03/074,686,168,1,84,28,East Baton Rouge
03/075,1024,333,1,101,137,East Baton Rouge
03/076,934,259,1,61,118,East Baton Rouge
Early Voting,NA,NA,1,15703,7171,East Baton Rouge
00/01,699,125,1,54,17,East Carroll
00/03,64,9,1,5,1,East Carroll
00/04,62,7,1,2,2,East Carroll
00/05,16,2,1,0,0,East Carroll
00/05A,38,2,1,0,1,East Carroll
00/05B,17,3,1,1,0,East Carroll
00/06,540,81,1,49,1,East Carroll
00/07,528,59,1,33,1,East Carroll
00/09,507,92,1,61,2,East Carroll
00/10,384,67,1,41,1,East Carroll
00/13,793,122,1,60,1,East Carroll
00/14,218,22,1,19,0,East Carroll
00/15,57,6,1,1,0,East Carroll
00/16,268,34,1,11,14,East Carroll
00/17,87,8,1,5,2,East Carroll
00/18,138,8,1,5,0,East Carroll
00/19,275,53,1,32,16,East Carroll
Early Voting,NA,NA,1,189,58,East Carroll
00/01,745,149,1,71,59,East Feliciana
00/02,1485,304,1,149,78,East Feliciana
00/03,583,108,1,50,17,East Feliciana
00/03A,153,24,1,7,12,East Feliciana
00/04,1439,323,1,152,48,East Feliciana
00/04A,112,15,1,10,1,East Feliciana
00/04B,67,22,1,8,7,East Feliciana
00/04C,322,58,1,30,9,East Feliciana
00/05,1489,260,1,119,58,East Feliciana
00/06,1214,185,1,89,39,East Feliciana
00/06A,125,20,1,11,4,East Feliciana
00/07,468,106,1,55,11,East Feliciana
00/08,1038,224,1,93,34,East Feliciana
00/09,1127,273,1,142,22,East Feliciana
00/10,553,151,1,68,18,East Feliciana
00/10A,126,23,1,8,8,East Feliciana
00/11,610,103,1,36,21,East Feliciana
00/12,309,67,1,38,23,East Feliciana
00/12A,428,116,1,70,7,East Feliciana
00/13,342,101,1,63,9,East Feliciana
00/13A,52,9,1,1,3,East Feliciana
00/14,842,196,1,87,22,East Feliciana
00/14C,37,6,1,2,0,East Feliciana
Early Voting,NA,NA,1,594,350,East Feliciana
01/1010,528,98,1,69,2,Evangeline
01/1020,249,64,1,25,33,Evangeline
01/1030,588,112,1,31,44,Evangeline
01/1031,479,81,1,46,22,Evangeline
01/1040,235,41,1,23,6,Evangeline
01/1041,790,94,1,38,25,Evangeline
01/1050,226,48,1,24,11,Evangeline
01/1080,301,49,1,25,9,Evangeline
01/1081,254,15,1,13,0,Evangeline
01/1090,173,47,1,25,4,Evangeline
01/1091,451,74,1,33,21,Evangeline
01/1100,314,57,1,27,12,Evangeline
01/1101,377,62,1,38,9,Evangeline
01/1110,726,158,1,125,5,Evangeline
01/1120,450,74,1,50,4,Evangeline
01/1130,692,118,1,33,62,Evangeline
01/1140,1016,171,1,47,71,Evangeline
01/1150,502,90,1,27,49,Evangeline
01/1160,429,104,1,74,4,Evangeline
01/1161,77,9,1,1,4,Evangeline
01/1162,199,48,1,32,2,Evangeline
01/1170,298,43,1,28,3,Evangeline
01/1171,295,47,1,12,17,Evangeline
02/2010,594,82,1,15,51,Evangeline
02/2010A,104,11,1,6,5,Evangeline
02/2020,387,36,1,13,21,Evangeline
02/2030,522,54,1,15,33,Evangeline
02/2040,526,69,1,39,25,Evangeline
03/3010,584,94,1,24,57,Evangeline
03/3020,471,54,1,42,8,Evangeline
03/3030,678,60,1,31,18,Evangeline
03/3031,303,31,1,10,11,Evangeline
03/3032,212,22,1,10,6,Evangeline
03/3040,945,125,1,51,50,Evangeline
03/3050,543,69,1,28,23,Evangeline
03/3051,100,16,1,5,11,Evangeline
03/3052,25,4,1,0,0,Evangeline
03/3060,396,66,1,52,6,Evangeline
03/3070,291,40,1,10,22,Evangeline
03/3071,30,2,1,0,2,Evangeline
04/4001,560,57,1,26,27,Evangeline
04/4010,387,25,1,5,16,Evangeline
04/4011,165,14,1,5,9,Evangeline
04/4012,61,4,1,1,3,Evangeline
04/4020,219,40,1,21,14,Evangeline
04/4021,16,2,1,0,2,Evangeline
04/4030,665,102,1,49,43,Evangeline
04/4040,129,28,1,11,15,Evangeline
05/5004,314,52,1,19,27,Evangeline
05/5010,391,71,1,27,36,Evangeline
05/5020,355,52,1,19,22,Evangeline
05/5030,269,68,1,27,38,Evangeline
05/5040,507,85,1,23,53,Evangeline
05/5041,492,68,1,28,27,Evangeline
05/5050,102,17,1,5,12,Evangeline
Early Voting,NA,NA,1,312,286,Evangeline
00/01,255,51,1,22,19,Franklin
00/02,368,52,1,22,21,Franklin
00/03,550,88,1,27,31,Franklin
00/04,639,83,1,46,14,Franklin
00/04A,59,12,1,7,5,Franklin
00/04B,192,25,1,9,10,Franklin
00/06,954,126,1,40,42,Franklin
00/12,675,121,1,39,32,Franklin
00/13,489,78,1,45,14,Franklin
00/13A,106,14,1,8,2,Franklin
00/14,859,159,1,66,41,Franklin
00/16,872,165,1,95,8,Franklin
00/18,53,10,1,5,3,Franklin
00/19,579,78,1,16,27,Franklin
00/20,671,120,1,64,6,Franklin
00/21,561,112,1,19,56,Franklin
00/22,351,56,1,19,17,Franklin
00/24,1213,210,1,124,18,Franklin
00/26,308,61,1,13,19,Franklin
00/27,539,59,1,28,5,Franklin
00/27A,70,14,1,4,0,Franklin
00/30,1138,213,1,76,82,Franklin
00/31,929,198,1,57,71,Franklin
00/32,586,97,1,44,28,Franklin
00/33,199,42,1,18,15,Franklin
Early Voting,NA,NA,1,353,369,Franklin
01/1,424,72,1,30,26,Grant
01/2,426,65,1,12,36,Grant
01/3,586,117,1,21,65,Grant
01/4,97,26,1,6,15,Grant
02/1,59,10,1,1,7,Grant
02/2,375,65,1,13,28,Grant
02/3,412,49,1,13,25,Grant
02/5,654,96,1,27,38,Grant
02/6,182,24,1,4,8,Grant
03/1,544,85,1,44,4,Grant
03/2,735,140,1,44,27,Grant
03/3,222,42,1,24,3,Grant
04/1,669,154,1,47,79,Grant
04/2,551,73,1,20,43,Grant
04/3,335,75,1,22,39,Grant
05/1,850,137,1,28,74,Grant
05/2,561,93,1,19,57,Grant
05/3,320,42,1,4,25,Grant
06/1,616,91,1,20,54,Grant
06/2,675,94,1,36,37,Grant
06/3,320,61,1,15,30,Grant
06/4,204,35,1,8,23,Grant
07/1,334,68,1,20,40,Grant
07/2,234,41,1,8,21,Grant
07/3,814,138,1,25,84,Grant
07/5,82,11,1,4,6,Grant
07/6,198,29,1,11,5,Grant
08/1,64,16,1,8,3,Grant
08/2,637,104,1,26,61,Grant
08/3,197,26,1,10,15,Grant
08/4,734,127,1,39,67,Grant
Early Voting,NA,NA,1,191,342,Grant
01/01,966,156,1,86,9,Iberia
01/03,1224,232,1,76,49,Iberia
01/07,6,0,1,0,0,Iberia
01/08,476,60,1,43,2,Iberia
02/01,1399,172,1,90,15,Iberia
02/02,472,101,1,54,17,Iberia
02/03,495,115,1,40,15,Iberia
03/02,2266,474,1,141,125,Iberia
03/03,293,39,1,19,15,Iberia
03/04,222,51,1,14,21,Iberia
03/05,85,18,1,6,7,Iberia
04/01,865,159,1,76,11,Iberia
04/02,1411,284,1,131,21,Iberia
04/03,454,65,1,35,11,Iberia
05/01,237,39,1,18,13,Iberia
05/02,711,139,1,28,67,Iberia
05/03,1207,196,1,100,37,Iberia
05/05,834,237,1,71,80,Iberia
06/01,920,138,1,71,22,Iberia
06/02,1034,281,1,97,86,Iberia
06/04,938,179,1,77,33,Iberia
06/05,207,42,1,17,15,Iberia
07/01,1049,338,1,85,107,Iberia
07/02,1240,317,1,86,107,Iberia
07/04,1087,276,1,73,111,Iberia
07/05,263,83,1,24,30,Iberia
08/01,666,219,1,55,96,Iberia
08/02,1467,320,1,102,116,Iberia
08/03,1594,444,1,136,178,Iberia
09/01,903,219,1,97,62,Iberia
09/02,1710,337,1,98,167,Iberia
09/04,857,203,1,62,64,Iberia
09/05,479,99,1,32,45,Iberia
10/01,946,214,1,99,51,Iberia
10/02,428,83,1,35,22,Iberia
10/03,857,195,1,52,94,Iberia
10/04,990,173,1,61,69,Iberia
11/01,912,183,1,70,58,Iberia
11/03,427,96,1,49,27,Iberia
11/04,580,115,1,48,33,Iberia
11/05,1122,269,1,106,94,Iberia
11/06,394,102,1,47,25,Iberia
12/01,581,126,1,84,9,Iberia
12/02,328,69,1,51,7,Iberia
12/03,1626,392,1,246,37,Iberia
12/04,419,101,1,39,33,Iberia
13/01,986,150,1,25,85,Iberia
13/02,660,109,1,41,45,Iberia
13/03,1085,160,1,40,88,Iberia
13/04,190,29,1,9,11,Iberia
13/05,109,38,1,17,17,Iberia
14/01,1450,212,1,64,91,Iberia
14/03,1446,180,1,67,65,Iberia
14/04,380,66,1,21,36,Iberia
14/05,54,8,1,0,5,Iberia
Early Voting,NA,NA,1,1377,1427,Iberia
00/01,656,156,1,109,17,Iberville
00/03,897,273,1,208,14,Iberville
00/04,698,125,1,45,49,Iberville
00/05,495,65,1,18,39,Iberville
00/06,45,5,1,1,3,Iberville
00/07,713,184,1,141,10,Iberville
00/09,1017,187,1,96,45,Iberville
00/10,1084,255,1,189,34,Iberville
00/10B,399,110,1,85,6,Iberville
00/11,1212,324,1,253,18,Iberville
00/12,144,19,1,17,1,Iberville
00/13,356,82,1,37,14,Iberville
00/14,377,79,1,44,16,Iberville
00/14A,802,179,1,125,9,Iberville
00/15,685,185,1,149,5,Iberville
00/15A,334,80,1,39,13,Iberville
00/16,1019,311,1,251,4,Iberville
00/17,714,168,1,75,35,Iberville
00/18,522,128,1,75,16,Iberville
00/19,738,203,1,147,12,Iberville
00/20,141,27,1,15,5,Iberville
00/21,724,128,1,82,25,Iberville
00/22,2083,554,1,328,106,Iberville
00/24,773,187,1,118,38,Iberville
00/25,825,109,1,46,40,Iberville
00/26,437,68,1,27,24,Iberville
00/27,553,137,1,48,70,Iberville
00/28,631,171,1,112,25,Iberville
00/29,458,101,1,59,20,Iberville
00/31,406,125,1,95,7,Iberville
00/32,822,289,1,227,22,Iberville
Early Voting,NA,NA,1,614,346,Iberville
00/01,113,33,1,8,12,Jackson
00/02,608,176,1,64,72,Jackson
00/03,398,90,1,29,39,Jackson
00/04,466,106,1,45,26,Jackson
00/05,336,123,1,71,17,Jackson
00/05A,112,2,1,0,2,Jackson
00/06,474,90,1,35,44,Jackson
00/06A,36,7,1,5,0,Jackson
00/07,79,6,1,3,3,Jackson
00/08,332,79,1,41,28,Jackson
00/08A,63,20,1,9,6,Jackson
00/09,305,56,1,36,10,Jackson
00/10,727,176,1,61,62,Jackson
00/10A,195,59,1,19,25,Jackson
00/11,905,227,1,87,78,Jackson
00/11A,149,54,1,16,18,Jackson
00/13,596,147,1,72,11,Jackson
00/13A,139,30,1,7,12,Jackson
00/15,198,45,1,25,10,Jackson
00/16,125,51,1,34,3,Jackson
00/17,144,28,1,11,9,Jackson
00/17A,128,42,1,19,4,Jackson
00/18,488,133,1,55,41,Jackson
00/19A,10,5,1,5,0,Jackson
00/19AI,135,37,1,27,1,Jackson
00/20,106,44,1,29,0,Jackson
00/20A,633,157,1,104,3,Jackson
00/22,501,136,1,77,19,Jackson
00/25,884,246,1,80,58,Jackson
00/25A,246,45,1,15,5,Jackson
00/25B,101,23,1,9,1,Jackson
Early Voting,NA,NA,1,423,294,Jackson
00/001,1494,309,1,115,83,Jefferson
00/002,991,192,1,72,49,Jefferson
00/003,807,180,1,72,61,Jefferson
00/004,632,143,1,63,49,Jefferson
