precinct,qualified_voters,count_voted,reported,no,yes,parish
03/018 B,879,227,1,113,39,East Baton Rouge
03/019 A,1002,385,1,87,153,East Baton Rouge
03/019 B,1174,429,1,114,164,East Baton Rouge
03/020 A,881,200,1,135,10,East Baton Rouge
03/020 B,756,152,1,114,6,East Baton Rouge
03/021 A,1195,237,1,139,32,East Baton Rouge
03/021 B,1114,217,1,119,31,East Baton Rouge
03/022,1385,437,1,124,166,East Baton Rouge
03/023 A,1030,302,1,133,51,East Baton Rouge
03/023 B,929,220,1,112,37,East Baton Rouge
03/024 A,1006,423,1,274,13,East Baton Rouge
03/024 B,1043,406,1,268,9,East Baton Rouge
03/025 A,862,158,1,61,41,East Baton Rouge
03/025 B,776,142,1,63,33,East Baton Rouge
03/026 A,1179,276,1,121,79,East Baton Rouge
03/026 B,1081,229,1,113,67,East Baton Rouge
03/027 A,998,235,1,110,25,East Baton Rouge
03/027 B,1018,226,1,108,18,East Baton Rouge
03/028 A,837,272,1,165,23,East Baton Rouge
03/028 B,886,242,1,129,31,East Baton Rouge
03/029 A,640,214,1,83,40,East Baton Rouge
03/029 B,626,194,1,59,48,East Baton Rouge
03/030 A,1106,222,1,86,43,East Baton Rouge
03/030 B,1053,232,1,89,46,East Baton Rouge
03/031 A,781,182,1,61,40,East Baton Rouge
03/031 B,753,192,1,71,31,East Baton Rouge
03/032,1139,341,1,215,35,East Baton Rouge
03/033 A,1042,326,1,164,74,East Baton Rouge
03/033 B,1051,321,1,163,66,East Baton Rouge
03/034 A,1008,291,1,118,86,East Baton Rouge
03/034 B,880,232,1,90,52,East Baton Rouge
03/035 A,949,309,1,113,77,East Baton Rouge
03/035 B,936,286,1,104,86,East Baton Rouge
03/036,1383,437,1,160,111,East Baton Rouge
03/037,848,178,1,82,43,East Baton Rouge
03/038,1082,368,1,111,108,East Baton Rouge
03/039,747,134,1,57,12,East Baton Rouge
03/040 A,952,326,1,122,93,East Baton Rouge
03/040 B,910,335,1,124,99,East Baton Rouge
03/041 A,1192,500,1,188,114,East Baton Rouge
03/041 B,1078,415,1,161,110,East Baton Rouge
03/042,1159,397,1,251,7,East Baton Rouge
03/043 A,601,238,1,89,89,East Baton Rouge
03/043 B,529,214,1,92,70,East Baton Rouge
03/044 A,741,192,1,142,4,East Baton Rouge
03/044 B,689,163,1,125,8,East Baton Rouge
03/045 A,699,231,1,98,73,East Baton Rouge
03/045 B,736,239,1,98,63,East Baton Rouge
03/046,1167,279,1,96,96,East Baton Rouge
03/047 A,1133,351,1,122,109,East Baton Rouge
03/047 B,1076,362,1,133,123,East Baton Rouge
03/048 A,930,265,1,101,83,East Baton Rouge
03/048 B,843,288,1,102,98,East Baton Rouge
03/049 A,791,280,1,105,51,East Baton Rouge
03/049 B,769,287,1,116,59,East Baton Rouge
03/050 A,988,168,1,87,34,East Baton Rouge
03/050 B,867,146,1,84,25,East Baton Rouge
03/051,898,233,1,58,28,East Baton Rouge
03/052 A,920,201,1,95,33,East Baton Rouge
03/052 B,891,201,1,86,20,East Baton Rouge
03/053 A,577,195,1,81,47,East Baton Rouge
03/053 B,592,199,1,97,42,East Baton Rouge
03/054,382,70,1,56,2,East Baton Rouge
03/055 A,825,283,1,180,6,East Baton Rouge
03/055 B,757,250,1,158,7,East Baton Rouge
03/056,1777,535,1,259,137,East Baton Rouge
03/057,1525,179,1,108,21,East Baton Rouge
03/058,979,325,1,149,40,East Baton Rouge
03/059,1620,487,1,233,77,East Baton Rouge
03/060 A,853,309,1,110,83,East Baton Rouge
03/060 B,851,239,1,90,53,East Baton Rouge
03/061,1577,275,1,97,78,East Baton Rouge
03/062,862,294,1,63,104,East Baton Rouge
03/063,1130,319,1,178,69,East Baton Rouge
03/064,913,326,1,146,64,East Baton Rouge
03/065,1554,338,1,171,65,East Baton Rouge
03/066,1460,426,1,177,123,East Baton Rouge
03/067,1413,524,1,140,171,East Baton Rouge
03/068,990,372,1,121,87,East Baton Rouge
03/069 A,909,179,1,89,29,East Baton Rouge
03/069 B,975,186,1,106,31,East Baton Rouge
03/070,1073,326,1,157,96,East Baton Rouge
03/071,995,403,1,117,114,East Baton Rouge
03/072,1229,308,1,191,42,East Baton Rouge
03/073 A,658,227,1,75,64,East Baton Rouge
03/073 B,783,227,1,101,53,East Baton Rouge
03/074,686,168,1,77,34,East Baton Rouge
03/075,1024,333,1,98,140,East Baton Rouge
03/076,934,259,1,68,114,East Baton Rouge
Early Voting,NA,NA,1,15604,7381,East Baton Rouge
00/01,699,125,1,52,17,East Carroll
00/03,64,9,1,5,1,East Carroll
00/04,62,7,1,2,2,East Carroll
00/05,16,2,1,0,0,East Carroll
00/05A,38,2,1,0,1,East Carroll
00/05B,17,3,1,1,0,East Carroll
00/06,540,81,1,49,1,East Carroll
00/07,528,59,1,36,1,East Carroll
00/09,507,92,1,64,0,East Carroll
00/10,384,67,1,41,1,East Carroll
00/13,793,122,1,59,1,East Carroll
00/14,218,22,1,19,0,East Carroll
00/15,57,6,1,1,0,East Carroll
00/16,268,34,1,12,13,East Carroll
00/17,87,8,1,5,2,East Carroll
00/18,138,8,1,5,1,East Carroll
00/19,275,53,1,31,17,East Carroll
Early Voting,NA,NA,1,184,66,East Carroll
00/01,745,149,1,66,63,East Feliciana
00/02,1485,304,1,147,79,East Feliciana
00/03,583,108,1,48,19,East Feliciana
00/03A,153,24,1,5,14,East Feliciana
00/04,1439,323,1,149,52,East Feliciana
00/04A,112,15,1,9,2,East Feliciana
00/04B,67,22,1,8,7,East Feliciana
00/04C,322,58,1,30,9,East Feliciana
00/05,1489,260,1,119,58,East Feliciana
00/06,1214,185,1,100,29,East Feliciana
00/06A,125,20,1,12,4,East Feliciana
00/07,468,106,1,57,10,East Feliciana
00/08,1038,224,1,92,36,East Feliciana
00/09,1127,273,1,146,18,East Feliciana
00/10,553,151,1,65,21,East Feliciana
00/10A,126,23,1,10,6,East Feliciana
00/11,610,103,1,39,18,East Feliciana
00/12,309,67,1,31,30,East Feliciana
00/12A,428,116,1,69,8,East Feliciana
00/13,342,101,1,64,8,East Feliciana
00/13A,52,9,1,1,3,East Feliciana
00/14,842,196,1,83,26,East Feliciana
00/14C,37,6,1,2,0,East Feliciana
Early Voting,NA,NA,1,577,374,East Feliciana
01/1010,528,98,1,68,3,Evangeline
01/1020,249,64,1,24,34,Evangeline
01/1030,588,112,1,27,47,Evangeline
01/1031,479,81,1,47,21,Evangeline
01/1040,235,41,1,20,10,Evangeline
01/1041,790,94,1,35,26,Evangeline
01/1050,226,48,1,23,11,Evangeline
01/1080,301,49,1,26,8,Evangeline
01/1081,254,15,1,11,1,Evangeline
01/1090,173,47,1,26,4,Evangeline
01/1091,451,74,1,33,22,Evangeline
01/1100,314,57,1,26,12,Evangeline
01/1101,377,62,1,37,10,Evangeline
01/1110,726,158,1,126,3,Evangeline
01/1120,450,74,1,51,4,Evangeline
01/1130,692,118,1,32,63,Evangeline
01/1140,1016,171,1,53,66,Evangeline
01/1150,502,90,1,24,52,Evangeline
01/1160,429,104,1,81,2,Evangeline
01/1161,77,9,1,0,5,Evangeline
01/1162,199,48,1,31,3,Evangeline
01/1170,298,43,1,27,3,Evangeline
01/1171,295,47,1,11,17,Evangeline
02/2010,594,82,1,15,51,Evangeline
02/2010A,104,11,1,6,5,Evangeline
02/2020,387,36,1,13,21,Evangeline
02/2030,522,54,1,20,25,Evangeline
02/2040,526,69,1,34,30,Evangeline
03/3010,584,94,1,24,59,Evangeline
03/3020,471,54,1,40,11,Evangeline
03/3030,678,60,1,31,19,Evangeline
03/3031,303,31,1,11,12,Evangeline
03/3032,212,22,1,9,7,Evangeline
03/3040,945,125,1,45,56,Evangeline
03/3050,543,69,1,27,24,Evangeline
03/3051,100,16,1,5,11,Evangeline
03/3052,25,4,1,0,0,Evangeline
03/3060,396,66,1,53,6,Evangeline
03/3070,291,40,1,10,22,Evangeline
03/3071,30,2,1,0,2,Evangeline
04/4001,560,57,1,25,28,Evangeline
04/4010,387,25,1,8,13,Evangeline
04/4011,165,14,1,7,7,Evangeline
04/4012,61,4,1,1,3,Evangeline
04/4020,219,40,1,18,17,Evangeline
04/4021,16,2,1,0,2,Evangeline
04/4030,665,102,1,51,41,Evangeline
04/4040,129,28,1,12,14,Evangeline
05/5004,314,52,1,17,29,Evangeline
05/5010,391,71,1,31,33,Evangeline
05/5020,355,52,1,21,20,Evangeline
05/5030,269,68,1,27,38,Evangeline
05/5040,507,85,1,24,52,Evangeline
05/5041,492,68,1,28,27,Evangeline
05/5050,102,17,1,4,13,Evangeline
Early Voting,NA,NA,1,280,321,Evangeline
00/01,255,51,1,22,20,Franklin
00/02,368,52,1,25,18,Franklin
00/03,550,88,1,25,33,Franklin
00/04,639,83,1,47,12,Franklin
00/04A,59,12,1,5,7,Franklin
00/04B,192,25,1,10,8,Franklin
00/06,954,126,1,34,48,Franklin
00/12,675,121,1,39,34,Franklin
00/13,489,78,1,44,15,Franklin
00/13A,106,14,1,7,3,Franklin
00/14,859,159,1,61,46,Franklin
00/16,872,165,1,95,8,Franklin
00/18,53,10,1,5,3,Franklin
00/19,579,78,1,17,26,Franklin
00/20,671,120,1,61,8,Franklin
00/21,561,112,1,15,60,Franklin
00/22,351,56,1,19,17,Franklin
00/24,1213,210,1,127,16,Franklin
00/26,308,61,1,14,17,Franklin
00/27,539,59,1,29,4,Franklin
00/27A,70,14,1,5,0,Franklin
00/30,1138,213,1,82,75,Franklin
00/31,929,198,1,51,78,Franklin
00/32,586,97,1,35,36,Franklin
00/33,199,42,1,18,15,Franklin
Early Voting,NA,NA,1,315,411,Franklin
01/1,424,72,1,28,28,Grant
01/2,426,65,1,14,34,Grant
01/3,586,117,1,20,65,Grant
01/4,97,26,1,8,13,Grant
02/1,59,10,1,3,5,Grant
02/2,375,65,1,16,26,Grant
02/3,412,49,1,12,26,Grant
02/5,654,96,1,21,44,Grant
02/6,182,24,1,3,9,Grant
03/1,544,85,1,42,5,Grant
03/2,735,140,1,46,25,Grant
03/3,222,42,1,21,4,Grant
04/1,669,154,1,44,81,Grant
04/2,551,73,1,19,45,Grant
04/3,335,75,1,18,42,Grant
05/1,850,137,1,30,72,Grant
05/2,561,93,1,18,58,Grant
05/3,320,42,1,9,20,Grant
06/1,616,91,1,13,61,Grant
06/2,675,94,1,31,42,Grant
06/3,320,61,1,20,25,Grant
06/4,204,35,1,8,23,Grant
07/1,334,68,1,17,43,Grant
07/2,234,41,1,7,22,Grant
07/3,814,138,1,24,86,Grant
07/5,82,11,1,4,6,Grant
07/6,198,29,1,10,6,Grant
08/1,64,16,1,7,4,Grant
08/2,637,104,1,27,60,Grant
08/3,197,26,1,10,15,Grant
08/4,734,127,1,36,69,Grant
Early Voting,NA,NA,1,159,373,Grant
01/01,966,156,1,88,7,Iberia
01/03,1224,232,1,68,57,Iberia
01/07,6,0,1,0,0,Iberia
01/08,476,60,1,38,6,Iberia
02/01,1399,172,1,86,20,Iberia
02/02,472,101,1,52,20,Iberia
02/03,495,115,1,40,16,Iberia
03/02,2266,474,1,122,141,Iberia
03/03,293,39,1,15,19,Iberia
03/04,222,51,1,11,23,Iberia
03/05,85,18,1,6,7,Iberia
04/01,865,159,1,71,15,Iberia
04/02,1411,284,1,132,21,Iberia
04/03,454,65,1,34,12,Iberia
05/01,237,39,1,17,14,Iberia
05/02,711,139,1,29,66,Iberia
05/03,1207,196,1,88,49,Iberia
05/05,834,237,1,76,75,Iberia
06/01,920,138,1,71,22,Iberia
06/02,1034,281,1,92,90,Iberia
06/04,938,179,1,73,37,Iberia
06/05,207,42,1,12,20,Iberia
07/01,1049,338,1,89,104,Iberia
07/02,1240,317,1,94,103,Iberia
07/04,1087,276,1,68,116,Iberia
07/05,263,83,1,23,30,Iberia
08/01,666,219,1,63,88,Iberia
08/02,1467,320,1,97,121,Iberia
08/03,1594,444,1,141,173,Iberia
09/01,903,219,1,92,66,Iberia
09/02,1710,337,1,98,163,Iberia
09/04,857,203,1,50,73,Iberia
09/05,479,99,1,31,46,Iberia
10/01,946,214,1,101,49,Iberia
10/02,428,83,1,33,25,Iberia
10/03,857,195,1,50,96,Iberia
10/04,990,173,1,57,73,Iberia
11/01,912,183,1,64,64,Iberia
11/03,427,96,1,49,27,Iberia
11/04,580,115,1,44,38,Iberia
11/05,1122,269,1,107,92,Iberia
11/06,394,102,1,45,26,Iberia
12/01,581,126,1,83,9,Iberia
12/02,328,69,1,51,7,Iberia
12/03,1626,392,1,250,33,Iberia
12/04,419,101,1,37,35,Iberia
13/01,986,150,1,25,85,Iberia
13/02,660,109,1,42,47,Iberia
13/03,1085,160,1,36,92,Iberia
13/04,190,29,1,8,12,Iberia
13/05,109,38,1,17,17,Iberia
14/01,1450,212,1,58,97,Iberia
14/03,1446,180,1,56,75,Iberia
14/04,380,66,1,20,37,Iberia
14/05,54,8,1,0,5,Iberia
Early Voting,NA,NA,1,1246,1560,Iberia
00/01,656,156,1,111,14,Iberville
00/03,897,273,1,209,17,Iberville
00/04,698,125,1,46,49,Iberville
00/05,495,65,1,23,34,Iberville
00/06,45,5,1,1,3,Iberville
00/07,713,184,1,142,7,Iberville
00/09,1017,187,1,93,48,Iberville
00/10,1084,255,1,190,32,Iberville
00/10B,399,110,1,83,8,Iberville
00/11,1212,324,1,253,16,Iberville
00/12,144,19,1,14,4,Iberville
00/13,356,82,1,37,14,Iberville
00/14,377,79,1,42,18,Iberville
00/14A,802,179,1,120,13,Iberville
00/15,685,185,1,146,7,Iberville
00/15A,334,80,1,40,12,Iberville
00/16,1019,311,1,247,8,Iberville
00/17,714,168,1,73,39,Iberville
00/18,522,128,1,82,9,Iberville
00/19,738,203,1,153,7,Iberville
00/20,141,27,1,15,5,Iberville
00/21,724,128,1,84,23,Iberville
00/22,2083,554,1,328,106,Iberville
00/24,773,187,1,117,39,Iberville
00/25,825,109,1,51,34,Iberville
00/26,437,68,1,25,25,Iberville
00/27,553,137,1,55,63,Iberville
00/28,631,171,1,110,27,Iberville
00/29,458,101,1,61,20,Iberville
00/31,406,125,1,95,5,Iberville
00/32,822,289,1,228,18,Iberville
Early Voting,NA,NA,1,591,386,Iberville
00/01,113,33,1,13,7,Jackson
00/02,608,176,1,70,67,Jackson
00/03,398,90,1,29,39,Jackson
00/04,466,106,1,37,33,Jackson
00/05,336,123,1,71,17,Jackson
00/05A,112,2,1,0,2,Jackson
00/06,474,90,1,33,46,Jackson
00/06A,36,7,1,4,1,Jackson
00/07,79,6,1,3,3,Jackson
00/08,332,79,1,42,27,Jackson
00/08A,63,20,1,10,6,Jackson
00/09,305,56,1,34,12,Jackson
00/10,727,176,1,55,67,Jackson
00/10A,195,59,1,22,22,Jackson
00/11,905,227,1,83,76,Jackson
00/11A,149,54,1,16,19,Jackson
00/13,596,147,1,75,9,Jackson
00/13A,139,30,1,11,8,Jackson
00/15,198,45,1,24,10,Jackson
00/16,125,51,1,34,3,Jackson
00/17,144,28,1,11,9,Jackson
00/17A,128,42,1,20,3,Jackson
00/18,488,133,1,58,37,Jackson
00/19A,10,5,1,4,1,Jackson
00/19AI,135,37,1,24,4,Jackson
00/20,106,44,1,29,0,Jackson
00/20A,633,157,1,104,3,Jackson
00/22,501,136,1,74,22,Jackson
00/25,884,246,1,85,50,Jackson
00/25A,246,45,1,17,4,Jackson
00/25B,101,23,1,9,1,Jackson
Early Voting,NA,NA,1,400,330,Jackson
00/001,1494,309,1,113,83,Jefferson
00/002,991,192,1,79,42,Jefferson
00/003,807,180,1,76,58,Jefferson
00/004,632,143,1,66,44,Jefferson
00/005,733,138,1,71,37,Jefferson
00/007,835,167,1,112,25,Jefferson
00/008,646,152,1,88,30,Jefferson
00/009,1121,167,1,81,42,Jefferson
00/010,740,131,1,59,41,Jefferson
00/011,1046,196,1,94,42,Jefferson
00/012,1207,274,1,99,78,Jefferson
00/013,1302,270,1,102,87,Jefferson
00/014,500,122,1,61,47,Jefferson
00/015,494,96,1,43,16,Jefferson
00/016,557,118,1,61,20,Jefferson
00/017,1551,320,1,146,92,Jefferson
00/018,1109,225,1,102,59,Jefferson
00/019,583,120,1,53,38,Jefferson
00/020,359,70,1,39,18,Jefferson
00/021,774,146,1,68,42,Jefferson
00/022,583,107,1,48,22,Jefferson
00/023,852,98,1,68,14,Jefferson
00/024,1629,383,1,154,118,Jefferson
00/025,1490,371,1,137,122,Jefferson
00/026,1425,328,1,173,70,Jefferson
00/027,1657,280,1,162,45,Jefferson
00/028,566,123,1,62,27,Jefferson
00/029,581,102,1,51,15,Jefferson
00/030,982,271,1,130,80,Jefferson
00/031,854,193,1,96,43,Jefferson
00/032,931,262,1,104,67,Jefferson
00/033,864,185,1,58,30,Jefferson
00/034,786,164,1,71,41,Jefferson
00/035,555,136,1,61,38,Jefferson
00/036,475,113,1,54,35,Jefferson
00/037,705,162,1,78,50,Jefferson
00/038,858,185,1,88,49,Jefferson
00/039,852,152,1,65,58,Jefferson
00/040,656,163,1,83,53,Jefferson
00/041,694,141,1,76,41,Jefferson
00/042,887,200,1,103,44,Jefferson
00/043,801,214,1,83,66,Jefferson
00/044,1160,201,1,88,64,Jefferson
00/045,988,170,1,101,38,Jefferson
00/046,676,131,1,86,22,Jefferson
00/051,1320,211,1,67,61,Jefferson
00/052,1481,244,1,96,69,Jefferson
00/053,829,138,1,51,53,Jefferson
00/054,764,143,1,60,42,Jefferson
00/055,963,135,1,66,29,Jefferson
00/056,1005,162,1,74,41,Jefferson
00/057,958,151,1,87,36,Jefferson
00/058,758,89,1,39,14,Jefferson
00/059,956,197,1,79,57,Jefferson
00/060,1732,367,1,155,87,Jefferson
00/061,1232,228,1,98,60,Jefferson
00/062,628,143,1,47,46,Jefferson
00/063,654,150,1,74,29,Jefferson
00/064,471,114,1,61,22,Jefferson
00/065,791,148,1,75,41,Jefferson
00/066,1030,223,1,111,70,Jefferson
00/068,1168,180,1,86,40,Jefferson
00/069,775,176,1,111,39,Jefferson
00/070,850,169,1,81,35,Jefferson
00/071,1738,422,1,102,123,Jefferson
00/072,763,135,1,73,28,Jefferson
00/073,1770,332,1,157,51,Jefferson
00/074,1268,208,1,107,47,Jefferson
00/075,768,147,1,84,30,Jefferson
00/076,1354,226,1,95,46,Jefferson
00/077,1183,221,1,95,41,Jefferson
00/078,1564,289,1,133,39,Jefferson
00/079,641,133,1,50,42,Jefferson
00/080,682,124,1,61,38,Jefferson
00/081,533,125,1,73,25,Jefferson
00/082,1340,199,1,91,44,Jefferson
00/083,459,88,1,39,24,Jefferson
00/084,666,133,1,60,35,Jefferson
00/085,950,212,1,79,47,Jefferson
00/086,641,120,1,55,37,Jefferson
00/087,761,196,1,106,45,Jefferson
00/088,676,163,1,78,51,Jefferson
00/089,890,213,1,85,81,Jefferson
00/090,726,163,1,64,51,Jefferson
00/091,634,153,1,75,35,Jefferson
00/092,523,115,1,50,36,Jefferson
00/093,638,165,1,61,64,Jefferson
00/094,910,231,1,103,82,Jefferson
00/095,930,237,1,109,85,Jefferson
00/096,472,98,1,44,34,Jefferson
00/097,639,154,1,65,45,Jefferson
00/098,1247,340,1,126,76,Jefferson
00/099,559,98,1,69,18,Jefferson
00/100,378,80,1,28,22,Jefferson
00/101,339,70,1,27,21,Jefferson
00/102,450,120,1,47,46,Jefferson
00/103,726,154,1,65,47,Jefferson
00/104,964,256,1,171,15,Jefferson
00/105,402,78,1,40,9,Jefferson
00/106,555,114,1,55,32,Jefferson
00/108,533,134,1,117,2,Jefferson
00/115,576,124,1,97,5,Jefferson
00/116,702,148,1,73,27,Jefferson
00/117,1073,291,1,118,108,Jefferson
00/118,927,241,1,116,69,Jefferson
00/119,683,200,1,97,69,Jefferson
00/120,562,137,1,52,58,Jefferson
00/121,1135,300,1,133,85,Jefferson
00/122,982,260,1,105,82,Jefferson
00/123,1646,423,1,155,127,Jefferson
00/124,1857,430,1,182,113,Jefferson
00/125A,1265,208,1,123,13,Jefferson
00/125B,1348,243,1,123,21,Jefferson
00/126,1189,300,1,156,68,Jefferson
00/127,845,205,1,121,40,Jefferson
00/128,881,228,1,131,42,Jefferson
00/129,824,228,1,111,55,Jefferson
00/130,518,130,1,71,38,Jefferson
00/131,485,102,1,68,8,Jefferson
00/132,482,123,1,75,25,Jefferson
00/133,612,187,1,151,10,Jefferson
00/134,914,215,1,115,33,Jefferson
00/136,671,155,1,92,23,Jefferson
00/138,249,55,1,44,1,Jefferson
00/150A,885,275,1,178,25,Jefferson
00/150B,1617,339,1,240,27,Jefferson
00/151,2105,554,1,366,61,Jefferson
00/152,797,138,1,103,16,Jefferson
00/153,1355,358,1,258,4,Jefferson
00/154,1210,319,1,213,8,Jefferson
00/155,694,102,1,55,15,Jefferson
00/156,1860,345,1,225,18,Jefferson
00/157A,2040,279,1,166,44,Jefferson
00/170,1189,251,1,129,69,Jefferson
00/171,171,24,1,18,0,Jefferson
00/172,1110,206,1,94,38,Jefferson
00/173,620,143,1,95,7,Jefferson
00/174,356,78,1,31,13,Jefferson
00/175,772,170,1,73,39,Jefferson
00/176,412,73,1,30,25,Jefferson
00/177,604,143,1,67,45,Jefferson
00/178,508,114,1,58,39,Jefferson
00/179A,1891,423,1,203,41,Jefferson
00/179B,609,185,1,109,4,Jefferson
00/180,1040,300,1,203,10,Jefferson
00/181,1291,335,1,199,17,Jefferson
00/182,724,180,1,83,33,Jefferson
00/183,563,111,1,47,41,Jefferson
00/184,1960,443,1,182,121,Jefferson
00/185A,657,152,1,60,50,Jefferson
00/185B,865,247,1,128,30,Jefferson
00/187,1926,623,1,433,9,Jefferson
00/188,944,234,1,165,8,Jefferson
00/189,1835,341,1,139,78,Jefferson
00/190,1604,456,1,194,111,Jefferson
00/191,2134,435,1,266,65,Jefferson
00/192,2052,621,1,235,176,Jefferson
00/193A,1222,346,1,180,50,Jefferson
00/193B,1513,442,1,232,89,Jefferson
00/194A,1215,345,1,154,66,Jefferson
00/194B,1779,595,1,280,130,Jefferson
00/195,1964,568,1,340,26,Jefferson
00/196,2112,534,1,350,31,Jefferson
00/197A,1341,396,1,245,16,Jefferson
00/197B,2019,613,1,411,25,Jefferson
00/198,1889,640,1,199,167,Jefferson
00/199,1332,404,1,177,112,Jefferson
00/200,808,216,1,149,7,Jefferson
00/201,1519,393,1,255,13,Jefferson
00/202,770,200,1,86,55,Jefferson
00/203,1096,292,1,130,64,Jefferson
00/204,1193,397,1,134,87,Jefferson
00/205,1683,528,1,344,18,Jefferson
00/210,413,78,1,49,14,Jefferson
00/211,666,155,1,65,47,Jefferson
00/212,932,223,1,166,13,Jefferson
00/213A,566,109,1,61,2,Jefferson
00/213B,912,175,1,81,53,Jefferson
00/213C,725,76,1,68,0,Jefferson
00/214A,515,69,1,38,15,Jefferson
00/214B,1433,219,1,139,12,Jefferson
00/215,1777,619,1,267,81,Jefferson
00/216A,1339,446,1,260,23,Jefferson
00/216B,1325,551,1,215,66,Jefferson
00/217,2199,750,1,307,80,Jefferson
00/225,1507,225,1,143,21,Jefferson
00/226,1451,397,1,195,100,Jefferson
00/227,1141,287,1,160,78,Jefferson
00/228,1167,250,1,120,55,Jefferson
00/229,822,305,1,119,97,Jefferson
00/230,1598,567,1,250,162,Jefferson
00/231,1414,355,1,187,43,Jefferson
00/232A,1148,240,1,155,22,Jefferson
00/232B,1507,512,1,285,45,Jefferson
00/234,1666,484,1,228,115,Jefferson
00/235,628,160,1,75,23,Jefferson
00/236,1491,357,1,229,38,Jefferson
00/237,1693,534,1,263,83,Jefferson
00/238A,1309,478,1,233,48,Jefferson
00/238B,1274,471,1,215,70,Jefferson
00/246,549,246,1,50,103,Jefferson
00/247,753,418,1,78,203,Jefferson
00/248,648,355,1,76,153,Jefferson
00/G001,447,205,1,75,69,Jefferson
00/G002,619,247,1,117,80,Jefferson
00/G003,1064,435,1,141,151,Jefferson
00/G004,461,114,1,69,23,Jefferson
00/G005,445,205,1,60,64,Jefferson
00/G006,588,180,1,117,27,Jefferson
00/G007,960,262,1,171,24,Jefferson
00/G008,638,189,1,104,38,Jefferson
00/G009,947,355,1,133,116,Jefferson
00/G010,1194,653,1,176,202,Jefferson
00/G011,1511,378,1,210,90,Jefferson
00/G012,589,342,1,78,128,Jefferson
00/G013,535,220,1,79,53,Jefferson
00/GI001,745,281,1,72,99,Jefferson
00/H001,942,195,1,79,58,Jefferson
00/H002,693,176,1,73,74,Jefferson
00/H003,775,150,1,55,52,Jefferson
00/H004,1096,215,1,88,78,Jefferson
00/H005,332,71,1,37,24,Jefferson
00/H006,451,62,1,26,21,Jefferson
00/H007,752,199,1,88,61,Jefferson
00/H008,1200,342,1,138,120,Jefferson
00/H009,633,159,1,66,62,Jefferson
00/K001,1420,261,1,93,77,Jefferson
00/K002,1788,333,1,143,78,Jefferson
00/K003,1319,169,1,77,31,Jefferson
00/K004,1756,248,1,122,54,Jefferson
00/K005,1444,282,1,71,89,Jefferson
00/K006A,1079,196,1,81,35,Jefferson
00/K006B,1033,146,1,79,32,Jefferson
00/K007A,1269,182,1,93,36,Jefferson
00/K007B,1200,191,1,92,33,Jefferson
00/K008,1672,297,1,156,59,Jefferson
00/K009,714,133,1,47,37,Jefferson
00/K010,947,170,1,60,48,Jefferson
00/K011,679,108,1,71,11,Jefferson
00/K012,1573,331,1,102,92,Jefferson
00/K013A,567,93,1,42,35,Jefferson
00/K013B,666,84,1,56,4,Jefferson
00/K014,1968,281,1,154,54,Jefferson
00/K015,874,107,1,58,20,Jefferson
00/K016,1362,204,1,107,47,Jefferson
00/K017,1462,296,1,149,82,Jefferson
00/K018,318,40,1,22,6,Jefferson
00/K019,1426,268,1,129,74,Jefferson
00/K020,1489,273,1,119,80,Jefferson
00/K021,614,145,1,108,5,Jefferson
00/K022,628,154,1,125,8,Jefferson
00/K023,1170,183,1,141,12,Jefferson
00/K024,576,80,1,67,1,Jefferson
00/K025,1302,187,1,76,45,Jefferson
00/K026,708,153,1,94,15,Jefferson
00/K027,632,96,1,49,27,Jefferson
00/K028,590,88,1,35,22,Jefferson
00/K029,942,200,1,117,26,Jefferson
00/K030,537,96,1,52,14,Jefferson
00/K031,535,89,1,58,4,Jefferson
00/K033,800,199,1,119,7,Jefferson
00/K034,1147,145,1,83,28,Jefferson
00/K035,812,169,1,66,43,Jefferson
00/L001,1329,744,1,151,348,Jefferson
00/W001,514,232,1,103,64,Jefferson
00/W002,378,117,1,69,18,Jefferson
00/W003,766,227,1,84,83,Jefferson
00/W004,580,222,1,86,79,Jefferson
00/W005,1292,449,1,161,152,Jefferson
00/W006,730,121,1,50,31,Jefferson
00/W007,1070,226,1,101,71,Jefferson
Early Voting,NA,NA,1,10522,7729,Jefferson
00/01,1052,113,1,56,32,Jefferson Davis
00/02,759,62,1,12,29,Jefferson Davis
00/03,426,88,1,25,45,Jefferson Davis
00/04,825,77,1,25,17,Jefferson Davis
00/05,1001,397,1,85,36,Jefferson Davis
00/05A,124,45,1,12,3,Jefferson Davis
00/06,861,280,1,44,58,Jefferson Davis
00/07,1662,531,1,105,124,Jefferson Davis
00/08,974,307,1,80,34,Jefferson Davis
00/08A,123,49,1,10,8,Jefferson Davis
00/09A,277,98,1,24,25,Jefferson Davis
00/09B,1291,473,1,71,89,Jefferson Davis
00/10,1745,235,1,44,85,Jefferson Davis
00/10A,363,40,1,6,12,Jefferson Davis
00/12,863,85,1,33,32,Jefferson Davis
00/13,713,125,1,82,16,Jefferson Davis
00/14,1332,213,1,96,86,Jefferson Davis
00/16,537,69,1,33,22,Jefferson Davis
00/16A,58,11,1,2,1,Jefferson Davis
00/17,231,28,1,18,9,Jefferson Davis
00/18,321,70,1,28,39,Jefferson Davis
00/19,1533,206,1,70,75,Jefferson Davis
00/20,415,80,1,25,33,Jefferson Davis
00/21,1054,150,1,50,41,Jefferson Davis
00/23,1821,272,1,96,105,Jefferson Davis
